index,lambda,eta,r,RMSE
2663,0.017,0.01,15.0,0.9761025780153209
2664,0.017,0.011,15.0,1.0020627751690858
2665,0.017,0.012,15.0,1.0083243949007616
2666,0.017,0.02,15.0,0.960497661650702
2667,0.018000000000000002,0.008,15.0,1.0013222478133423
2668,0.018000000000000002,0.009,15.0,0.9825121237457776
2669,0.018000000000000002,0.0099,15.0,0.9525491588226163
2670,0.018000000000000002,0.01,15.0,0.9349920128931808
2671,0.018000000000000002,0.011,15.0,1.0228389231464816
2672,0.018000000000000002,0.012,15.0,0.9579780416787421
2673,0.018000000000000002,0.02,15.0,1.0231722423048097
2674,0.019000000000000003,0.008,15.0,0.9714886009940382
2675,0.019000000000000003,0.009,15.0,0.997278236448602
2676,0.019000000000000003,0.0099,15.0,1.0113748169705095
2677,0.019000000000000003,0.01,15.0,0.9724326527564826
2678,0.019000000000000003,0.011,15.0,1.0236332638814567
2679,0.019000000000000003,0.012,15.0,0.9749870197573047
2680,0.019000000000000003,0.02,15.0,1.0252182992992298
2681,0.02,0.008,15.0,0.9721190296698013
2682,0.02,0.009,15.0,0.9693325527749257
2683,0.02,0.0099,15.0,1.0063705591827952
2684,0.02,0.01,15.0,0.9534827880776577
2685,0.02,0.011,15.0,0.9558380583578879
2686,0.02,0.012,15.0,1.0586654560245512
2687,0.02,0.02,15.0,0.9685342602816297
2688,0.025,0.008,15.0,1.0026577656803453
2689,0.025,0.009,15.0,0.9399337358752503
2690,0.025,0.0099,15.0,0.9944130386996095
2691,0.025,0.01,15.0,1.0023723299206375
2692,0.025,0.011,15.0,1.0192342581520346
2693,0.025,0.012,15.0,0.9800268364419352
2694,0.025,0.02,15.0,0.9541025952250918
2695,0.030000000000000002,0.008,15.0,0.970651834673229
2696,0.030000000000000002,0.009,15.0,1.0290392390016823
2697,0.030000000000000002,0.0099,15.0,0.9999741780564433
2698,0.030000000000000002,0.01,15.0,1.0168442166149139
2699,0.030000000000000002,0.011,15.0,0.9911531294336628
2700,0.030000000000000002,0.012,15.0,0.9750732826120365
2701,0.030000000000000002,0.02,15.0,0.9613158338783069
2702,0.035,0.008,15.0,1.0360880022424956
2703,0.035,0.009,15.0,0.9859207239552453
2704,0.035,0.0099,15.0,0.9960446577097123
2705,0.035,0.01,15.0,0.9861746009126222
2706,0.035,0.011,15.0,1.0148819592181353
2707,0.035,0.012,15.0,0.9539042369301288
2708,0.035,0.02,15.0,0.9978806231971609
2709,0.04000000000000001,0.008,15.0,1.0005805345354606
2710,0.04000000000000001,0.009,15.0,0.9731632169342945
2711,0.04000000000000001,0.0099,15.0,0.9576330819157893
2712,0.04000000000000001,0.01,15.0,1.0006478200908178
2713,0.04000000000000001,0.011,15.0,0.9986965146532059
2714,0.04000000000000001,0.012,15.0,1.0280143463008147
2715,0.04000000000000001,0.02,15.0,0.9859802659374727
2716,0.045000000000000005,0.008,15.0,0.9723109536853014
2717,0.045000000000000005,0.009,15.0,0.9808399184092143
2718,0.045000000000000005,0.0099,15.0,0.9936628525247355
2719,0.045000000000000005,0.01,15.0,1.0104718238295995
2720,0.045000000000000005,0.011,15.0,0.9860529050377325
2721,0.045000000000000005,0.012,15.0,0.9745539160975103
2722,0.045000000000000005,0.02,15.0,0.9907132107401858
2723,0.05,0.008,15.0,0.9509480345239006
2724,0.05,0.009,15.0,1.0039809359485596
2725,0.05,0.0099,15.0,0.9500361014476432
2726,0.05,0.01,15.0,1.0351966011208489
2727,0.05,0.011,15.0,1.01539994729867
2728,0.05,0.012,15.0,0.9842766214313664
2729,0.05,0.02,15.0,0.9914492964094878
2730,0.001,0.008,16.0,0.991895390459527
2731,0.001,0.009,16.0,0.9655183369332933
2732,0.001,0.0099,16.0,0.9554989444142208
2733,0.001,0.01,16.0,0.975568512491305
2734,0.001,0.011,16.0,0.9391329214078333
2735,0.001,0.012,16.0,1.0183391055733566
2736,0.001,0.02,16.0,0.9618343260429719
2737,0.002,0.008,16.0,0.9691581887520307
2738,0.002,0.009,16.0,1.0000200837570543
2739,0.002,0.0099,16.0,0.9548201673317429
2740,0.002,0.01,16.0,1.0500347615983443
2741,0.002,0.011,16.0,0.9788310562242699
2742,0.002,0.012,16.0,1.0415726910508367
2743,0.002,0.02,16.0,0.9502493597589176
2744,0.003,0.008,16.0,0.9440212141943272
2745,0.003,0.009,16.0,0.9461965377067373
2746,0.003,0.0099,16.0,1.0066267346307036
2747,0.003,0.01,16.0,1.0053079522093151
2748,0.003,0.011,16.0,1.0010953072430044
2749,0.003,0.012,16.0,0.9454705054040983
2750,0.003,0.02,16.0,1.029383736692941
2751,0.004,0.008,16.0,1.0155119296973028
2752,0.004,0.009,16.0,1.0477401889779554
2753,0.004,0.0099,16.0,0.9601031093138076
2754,0.004,0.01,16.0,1.0043611814486493
2755,0.004,0.011,16.0,1.0243220505226998
2756,0.004,0.012,16.0,1.0221126215054
2757,0.004,0.02,16.0,0.9564869070468085
2758,0.005,0.008,16.0,1.0185306310677682
2759,0.005,0.009,16.0,0.96170227357414
2760,0.005,0.0099,16.0,0.947127580695135
2761,0.005,0.01,16.0,1.032755319986522
2762,0.005,0.011,16.0,0.9610573896752401
2763,0.005,0.012,16.0,0.9388081866382407
2764,0.005,0.02,16.0,0.94676344731583
2765,0.006,0.008,16.0,0.9938466834010318
2766,0.006,0.009,16.0,0.9761391380180791
2767,0.006,0.0099,16.0,0.9482017325178127
2768,0.006,0.01,16.0,0.9830373582490473
2769,0.006,0.011,16.0,1.0128306334390214
2770,0.006,0.012,16.0,1.0239455868274263
2771,0.006,0.02,16.0,0.993588043178951
2772,0.007,0.008,16.0,0.9896204100133371
2773,0.007,0.009,16.0,1.0457035073392411
2774,0.007,0.0099,16.0,0.9302921414241424
2775,0.007,0.01,16.0,0.9887963434611629
2776,0.007,0.011,16.0,1.0176043735705924
2777,0.007,0.012,16.0,1.0305493078615455
2778,0.007,0.02,16.0,0.9506563523966681
2779,0.008,0.008,16.0,0.9734562498055227
2780,0.008,0.009,16.0,0.995130073410068
2781,0.008,0.0099,16.0,1.0114192520158096
2782,0.008,0.01,16.0,0.9462634933829741
2783,0.008,0.011,16.0,0.9782030771265576
2784,0.008,0.012,16.0,0.9919907461616194
2785,0.008,0.02,16.0,0.9816394180911292
2786,0.009000000000000001,0.008,16.0,0.9924886628332175
2787,0.009000000000000001,0.009,16.0,0.9847881895192376
2788,0.009000000000000001,0.0099,16.0,1.001773147486523
2789,0.009000000000000001,0.01,16.0,1.0018943490126042
2790,0.009000000000000001,0.011,16.0,1.0317664098555757
2791,0.009000000000000001,0.012,16.0,1.0246574916770232
2792,0.009000000000000001,0.02,16.0,1.0022514271785217
2793,0.010000000000000002,0.008,16.0,1.009998244994128
2794,0.010000000000000002,0.009,16.0,0.968720070611316
2795,0.010000000000000002,0.0099,16.0,1.0587523342336334
2796,0.010000000000000002,0.01,16.0,0.9617331331574603
2797,0.010000000000000002,0.011,16.0,0.9353717732989449
2798,0.010000000000000002,0.012,16.0,0.9527439786265146
2799,0.010000000000000002,0.02,16.0,0.9594621276222993
2800,0.011,0.008,16.0,0.9916468544045889
2801,0.011,0.009,16.0,1.0040072649382248
2802,0.011,0.0099,16.0,1.0471026758876005
2803,0.011,0.01,16.0,1.0176362749629948
2804,0.011,0.011,16.0,1.0529030463107008
2805,0.011,0.012,16.0,0.9755056808434115
2806,0.011,0.02,16.0,1.016814691559284
2807,0.012,0.008,16.0,0.9765965213142558
2808,0.012,0.009,16.0,0.9700402137910275
2809,0.012,0.0099,16.0,1.0121715110171108
2810,0.012,0.01,16.0,0.9568455072999088
2811,0.012,0.011,16.0,0.9854460328954963
2812,0.012,0.012,16.0,1.0183656982906821
2813,0.012,0.02,16.0,0.9708550125299996
2814,0.013000000000000001,0.008,16.0,0.9504539093291399
2815,0.013000000000000001,0.009,16.0,1.0391161579884045
2816,0.013000000000000001,0.0099,16.0,0.9455805718045149
2817,0.013000000000000001,0.01,16.0,0.9444642166470286
2818,0.013000000000000001,0.011,16.0,0.9515503819322739
2819,0.013000000000000001,0.012,16.0,0.9746166825226669
2820,0.013000000000000001,0.02,16.0,0.941808075097972
2821,0.014000000000000002,0.008,16.0,1.038597319076211
2822,0.014000000000000002,0.009,16.0,1.048236088340893
2823,0.014000000000000002,0.0099,16.0,0.99171420157217
2824,0.014000000000000002,0.01,16.0,0.9727107386523871
2825,0.014000000000000002,0.011,16.0,1.0027664025834475
2826,0.014000000000000002,0.012,16.0,0.975540820355693
2827,0.014000000000000002,0.02,16.0,0.9425898656886589
2828,0.015,0.008,16.0,0.9503138699651787
2829,0.015,0.009,16.0,0.9918642206022091
2830,0.015,0.0099,16.0,0.9904409116051506
2831,0.015,0.01,16.0,1.0234068379912635
2832,0.015,0.011,16.0,1.0227266421118855
2833,0.015,0.012,16.0,1.0213848774441798
2834,0.015,0.02,16.0,1.0425005043770716
2835,0.016,0.008,16.0,0.977361886830533
2836,0.016,0.009,16.0,1.0022503716285378
2837,0.016,0.0099,16.0,0.968746721571271
2838,0.016,0.01,16.0,1.0341459357985259
2839,0.016,0.011,16.0,0.9777754924633316
2840,0.016,0.012,16.0,1.0089965056088817
2841,0.016,0.02,16.0,0.9976235634104006
2842,0.017,0.008,16.0,0.9834085502788275
2843,0.017,0.009,16.0,0.9465804868347035
2844,0.017,0.0099,16.0,1.0147629160032057
2845,0.017,0.01,16.0,1.004520490857544
2846,0.017,0.011,16.0,0.9635920661092694
2847,0.017,0.012,16.0,0.9660713049735389
2848,0.017,0.02,16.0,0.9532149167008778
2849,0.018000000000000002,0.008,16.0,1.0162244658527482
2850,0.018000000000000002,0.009,16.0,1.0511614344201516
2851,0.018000000000000002,0.0099,16.0,0.9433067991361457
2852,0.018000000000000002,0.01,16.0,1.0422441141877858
2853,0.018000000000000002,0.011,16.0,0.9691219699812641
2854,0.018000000000000002,0.012,16.0,1.020225114106392
2855,0.018000000000000002,0.02,16.0,0.9646460070794576
2856,0.019000000000000003,0.008,16.0,1.0238011053694387
2857,0.019000000000000003,0.009,16.0,0.9430784911699946
2858,0.019000000000000003,0.0099,16.0,1.0347692721430795
2859,0.019000000000000003,0.01,16.0,0.9436106770432255
2860,0.019000000000000003,0.011,16.0,1.0128768147755505
2861,0.019000000000000003,0.012,16.0,0.9885782570407912
2862,0.019000000000000003,0.02,16.0,0.9729915255774186
2863,0.02,0.008,16.0,1.0148773867402625
2864,0.02,0.009,16.0,1.0186046118483847
2865,0.02,0.0099,16.0,1.0127689965580609
2866,0.02,0.01,16.0,0.968664963885285
2867,0.02,0.011,16.0,1.019745073170153
2868,0.02,0.012,16.0,0.9583928369778787
2869,0.02,0.02,16.0,0.9703227104542257
2870,0.025,0.008,16.0,1.018515702170695
2871,0.025,0.009,16.0,1.0126745771111323
2872,0.025,0.0099,16.0,1.0061971951282533
2873,0.025,0.01,16.0,1.012044050949746
2874,0.025,0.011,16.0,1.044342748574755
2875,0.025,0.012,16.0,0.9673853234801763
2876,0.025,0.02,16.0,0.9856480514431325
2877,0.030000000000000002,0.008,16.0,0.9713634110094386
2878,0.030000000000000002,0.009,16.0,1.0428653613277594
2879,0.030000000000000002,0.0099,16.0,1.006540451937833
2880,0.030000000000000002,0.01,16.0,1.030232914864299
2881,0.030000000000000002,0.011,16.0,0.9878234399459069
2882,0.030000000000000002,0.012,16.0,0.9806756441223401
2883,0.030000000000000002,0.02,16.0,1.0033096636894765
2884,0.035,0.008,16.0,1.0209626168626282
2885,0.035,0.009,16.0,1.0384026355160896
2886,0.035,0.0099,16.0,1.0140646922990464
2887,0.035,0.01,16.0,1.0128288951179736
2888,0.035,0.011,16.0,0.9416887989842222
2889,0.035,0.012,16.0,0.9983882529540425
2890,0.035,0.02,16.0,1.0143690100660963
2891,0.04000000000000001,0.008,16.0,0.9701822515796845
2892,0.04000000000000001,0.009,16.0,1.0116822358073658
2893,0.04000000000000001,0.0099,16.0,0.9611606950755907
2894,0.04000000000000001,0.01,16.0,1.0007857455803273
2895,0.04000000000000001,0.011,16.0,1.0298596097600772
2896,0.04000000000000001,0.012,16.0,0.964161985666213
2897,0.04000000000000001,0.02,16.0,0.9423329032220918
2898,0.045000000000000005,0.008,16.0,0.9701973630669705
2899,0.045000000000000005,0.009,16.0,1.0406683036328714
2900,0.045000000000000005,0.0099,16.0,0.9761115954403408
2901,0.045000000000000005,0.01,16.0,0.9665975153696595
2902,0.045000000000000005,0.011,16.0,0.9683028950679531
2903,0.045000000000000005,0.012,16.0,0.9616301119250278
2904,0.045000000000000005,0.02,16.0,0.9743621765614763
2905,0.05,0.008,16.0,0.9729283079971079
2906,0.05,0.009,16.0,1.0208343644867666
2907,0.05,0.0099,16.0,0.9980088870948456
2908,0.05,0.01,16.0,0.9937109088377173
2909,0.05,0.011,16.0,0.9503985668509186
2910,0.05,0.012,16.0,1.0438062490230156
2911,0.05,0.02,16.0,0.9925277163413581
2912,0.001,0.008,17.0,1.0519082757835783
2913,0.001,0.009,17.0,1.0167010857688394
2914,0.001,0.0099,17.0,1.0387551814882166
2915,0.001,0.01,17.0,0.9396287284944921
2916,0.001,0.011,17.0,1.0040743626201845
2917,0.001,0.012,17.0,1.0244100289438034
2918,0.001,0.02,17.0,0.9467043205543173
2919,0.002,0.008,17.0,1.0380006396546209
2920,0.002,0.009,17.0,1.032682573766197
2921,0.002,0.0099,17.0,0.9437265932966826
2922,0.002,0.01,17.0,0.9631772439328918
2923,0.002,0.011,17.0,1.0372047711561285
2924,0.002,0.012,17.0,0.9763840412447194
2925,0.002,0.02,17.0,0.9606773154281472
2926,0.003,0.008,17.0,0.989476721867512
2927,0.003,0.009,17.0,0.9370416843031374
2928,0.003,0.0099,17.0,1.0076363264225323
2929,0.003,0.01,17.0,0.9793882963228576
2930,0.003,0.011,17.0,0.9922820816578857
2931,0.003,0.012,17.0,1.0188614318306177
2932,0.003,0.02,17.0,1.0244458393211588
2933,0.004,0.008,17.0,0.9884940818615762
2934,0.004,0.009,17.0,0.9867247855314616
2935,0.004,0.0099,17.0,1.0270008591960735
2936,0.004,0.01,17.0,0.9951065009210053
2937,0.004,0.011,17.0,1.0072649726126315
2938,0.004,0.012,17.0,0.9807505652386478
2939,0.004,0.02,17.0,0.9541315990425584
2940,0.005,0.008,17.0,1.0383390061590447
2941,0.005,0.009,17.0,1.0309406094820586
2942,0.005,0.0099,17.0,0.9706478462777609
2943,0.005,0.01,17.0,0.9936002106663738
2944,0.005,0.011,17.0,1.0275112800809256
2945,0.005,0.012,17.0,0.9852991335462241
2946,0.005,0.02,17.0,0.9438427415909254
2947,0.006,0.008,17.0,1.0317226717989625
2948,0.006,0.009,17.0,1.0090612264885208
2949,0.006,0.0099,17.0,0.9748934880779172
2950,0.006,0.01,17.0,0.9827925751886368
2951,0.006,0.011,17.0,0.9461538108179137
2952,0.006,0.012,17.0,0.9425529874455497
2953,0.006,0.02,17.0,0.9650613967539816
2954,0.007,0.008,17.0,0.9997686131054682
2955,0.007,0.009,17.0,0.9909168367215627
2956,0.007,0.0099,17.0,0.9775512944483847
2957,0.007,0.01,17.0,1.0294772347685737
2958,0.007,0.011,17.0,0.967948140693921
2959,0.007,0.012,17.0,1.0110181446010365
2960,0.007,0.02,17.0,0.9660843486164543
2961,0.008,0.008,17.0,0.9510218260577912
2962,0.008,0.009,17.0,0.9887971180137065
2963,0.008,0.0099,17.0,0.9444207755714334
2964,0.008,0.01,17.0,0.960597998702414
2965,0.008,0.011,17.0,1.0096490583854039
2966,0.008,0.012,17.0,0.9643417471350111
2967,0.008,0.02,17.0,0.9601468135899459
2968,0.009000000000000001,0.008,17.0,1.0180345683143803
2969,0.009000000000000001,0.009,17.0,0.9725730604415553
2970,0.009000000000000001,0.0099,17.0,0.962465353776047
2971,0.009000000000000001,0.01,17.0,0.985852228402965
2972,0.009000000000000001,0.011,17.0,0.9806229450618643
2973,0.009000000000000001,0.012,17.0,0.9561853966910917
2974,0.009000000000000001,0.02,17.0,0.9690842917001514
2975,0.010000000000000002,0.008,17.0,0.9894140637154496
2976,0.010000000000000002,0.009,17.0,0.9518544906692568
2977,0.010000000000000002,0.0099,17.0,0.9891313613425897
2978,0.010000000000000002,0.01,17.0,0.936695313753706
2979,0.010000000000000002,0.011,17.0,1.044024552839409
2980,0.010000000000000002,0.012,17.0,1.007733433743894
2981,0.010000000000000002,0.02,17.0,1.0451020838407075
2982,0.011,0.008,17.0,0.9767148373570707
2983,0.011,0.009,17.0,1.0066473247483774
2984,0.011,0.0099,17.0,0.9931919516934021
2985,0.011,0.01,17.0,1.0229271916338776
2986,0.011,0.011,17.0,1.0013360935118392
2987,0.011,0.012,17.0,1.0032733901772592
2988,0.011,0.02,17.0,0.9706679231713767
2989,0.012,0.008,17.0,0.9803325847632209
2990,0.012,0.009,17.0,1.0005600305281184
2991,0.012,0.0099,17.0,1.0030860214481951
2992,0.012,0.01,17.0,1.0004107639443436
2993,0.012,0.011,17.0,0.9471573814454407
2994,0.012,0.012,17.0,0.9800891104834764
2995,0.012,0.02,17.0,0.9599766381186062
2996,0.013000000000000001,0.008,17.0,1.0240014656843206
2997,0.013000000000000001,0.009,17.0,1.0120164265396314
2998,0.013000000000000001,0.0099,17.0,0.9382837051639658
2999,0.013000000000000001,0.01,17.0,0.9716114889716659
3000,0.013000000000000001,0.011,17.0,0.9725420289730351
3001,0.013000000000000001,0.012,17.0,1.008995389421374
3002,0.013000000000000001,0.02,17.0,0.9697676813704872
3003,0.014000000000000002,0.008,17.0,1.033856361062371
3004,0.014000000000000002,0.009,17.0,1.043410710360903
3005,0.014000000000000002,0.0099,17.0,0.9530395755554375
3006,0.014000000000000002,0.01,17.0,1.0244357544423655
3007,0.014000000000000002,0.011,17.0,0.9657418868221977
3008,0.014000000000000002,0.012,17.0,0.9881187244639534
3009,0.014000000000000002,0.02,17.0,0.9580900291089919
3010,0.015,0.008,17.0,0.9871694361297075
3011,0.015,0.009,17.0,0.9991646735739258
3012,0.015,0.0099,17.0,0.9981704824256284
3013,0.015,0.01,17.0,0.9624993334179915
3014,0.015,0.011,17.0,1.0075286118795714
3015,0.015,0.012,17.0,1.03804358409895
3016,0.015,0.02,17.0,1.0363028935197798
3017,0.016,0.008,17.0,1.0443630353046338
3018,0.016,0.009,17.0,1.02714145147042
3019,0.016,0.0099,17.0,1.0328533550113843
3020,0.016,0.01,17.0,1.031379517192752
3021,0.016,0.011,17.0,1.0548364103601247
3022,0.016,0.012,17.0,0.9940515815509959
3023,0.016,0.02,17.0,0.986416652792082
3024,0.017,0.008,17.0,1.034912978974684
3025,0.017,0.009,17.0,1.0090892982452357
3026,0.017,0.0099,17.0,0.9855391898030095
3027,0.017,0.01,17.0,1.010351523387359
3028,0.017,0.011,17.0,0.9535533625279856
3029,0.017,0.012,17.0,0.967143463149133
3030,0.017,0.02,17.0,1.0085637039706015
3031,0.018000000000000002,0.008,17.0,1.0156894816869677
3032,0.018000000000000002,0.009,17.0,1.0205770761558923
3033,0.018000000000000002,0.0099,17.0,0.9847891038426181
3034,0.018000000000000002,0.01,17.0,0.9530284011925059
3035,0.018000000000000002,0.011,17.0,1.0279389705133584
3036,0.018000000000000002,0.012,17.0,1.0180128479990915
3037,0.018000000000000002,0.02,17.0,1.0462591069603482
3038,0.019000000000000003,0.008,17.0,0.9782280205212324
3039,0.019000000000000003,0.009,17.0,0.9567379939523254
3040,0.019000000000000003,0.0099,17.0,0.9720812915320403
3041,0.019000000000000003,0.01,17.0,0.959820025340153
3042,0.019000000000000003,0.011,17.0,0.9938042108630382
3043,0.019000000000000003,0.012,17.0,0.9601019126104594
3044,0.019000000000000003,0.02,17.0,0.9470280641230268
3045,0.02,0.008,17.0,0.9835882252356412
3046,0.02,0.009,17.0,1.0097911867020846
3047,0.02,0.0099,17.0,0.9843748296929374
3048,0.02,0.01,17.0,0.9880150163656094
3049,0.02,0.011,17.0,0.951250416249066
3050,0.02,0.012,17.0,0.9636555135895447
3051,0.02,0.02,17.0,0.9599205560653069
3052,0.025,0.008,17.0,0.9500298461842864
3053,0.025,0.009,17.0,1.0179819612107714
3054,0.025,0.0099,17.0,1.0060464157441995
3055,0.025,0.01,17.0,1.0083704865918446
3056,0.025,0.011,17.0,0.9624959320287896
3057,0.025,0.012,17.0,1.0061002356662183
3058,0.025,0.02,17.0,0.9629741130332184
3059,0.030000000000000002,0.008,17.0,1.0205144778446416
3060,0.030000000000000002,0.009,17.0,0.980039776263461
3061,0.030000000000000002,0.0099,17.0,0.9626651845247078
3062,0.030000000000000002,0.01,17.0,0.9785552210197803
3063,0.030000000000000002,0.011,17.0,0.9637668753927149
3064,0.030000000000000002,0.012,17.0,0.9684783336171496
3065,0.030000000000000002,0.02,17.0,1.0510276228434698
3066,0.035,0.008,17.0,1.0120055043510963
3067,0.035,0.009,17.0,0.9383122566173615
3068,0.035,0.0099,17.0,0.9722107835117969
3069,0.035,0.01,17.0,1.0043979331603041
3070,0.035,0.011,17.0,1.0259272959350065
3071,0.035,0.012,17.0,1.0051030727828565
3072,0.035,0.02,17.0,0.9493690263339544
3073,0.04000000000000001,0.008,17.0,1.004457861388793
3074,0.04000000000000001,0.009,17.0,0.9641228349847316
3075,0.04000000000000001,0.0099,17.0,1.018492139970835
3076,0.04000000000000001,0.01,17.0,1.0391103667787374
3077,0.04000000000000001,0.011,17.0,1.0616608927580597
3078,0.04000000000000001,0.012,17.0,0.9614135914836083
3079,0.04000000000000001,0.02,17.0,0.9652991914358966
3080,0.045000000000000005,0.008,17.0,1.018469655461678
3081,0.045000000000000005,0.009,17.0,0.9939525796931536
3082,0.045000000000000005,0.0099,17.0,1.0416818058230934
3083,0.045000000000000005,0.01,17.0,0.9583892908145648
3084,0.045000000000000005,0.011,17.0,0.9570011491325392
3085,0.045000000000000005,0.012,17.0,0.9815631880799861
3086,0.045000000000000005,0.02,17.0,0.9610902131335184
3087,0.05,0.008,17.0,0.9613391515656573
3088,0.05,0.009,17.0,0.9648120943621026
3089,0.05,0.0099,17.0,0.9766658152685264
3090,0.05,0.01,17.0,1.0151479404930068
3091,0.05,0.011,17.0,0.9440870025458622
3092,0.05,0.012,17.0,1.0297358112603268
3093,0.05,0.02,17.0,0.9488415883441731
3094,0.001,0.008,18.0,1.0497426495303415
3095,0.001,0.009,18.0,0.9683894099857974
3096,0.001,0.0099,18.0,0.9950314296044044
3097,0.001,0.01,18.0,0.9728435795766633
3098,0.001,0.011,18.0,0.9790698719775314
3099,0.001,0.012,18.0,0.9948348983639018
3100,0.001,0.02,18.0,0.9449271686445374
